###PLEASE READ
#This file contains mean gene expression values for every gene in every cell type of Drosophila melanogaster Ral517, as published in Witt et al. 2019. It is important to note that for most genes you are likely to observe a drop-off in expression in late spermatocytes, early spermatids, and late spermatids due to global post-meiotic down-regulation of gene expression.  Be careful not to over-interpret such events unless your #gene of interest deviates from global expression trends. 
#


"RNA.Early.spermatids" "RNA.Late.spermatocytes" "RNA.Early.spermatocytes" "RNA.Hub.cells" "RNA.Cyst" "RNA.Late.spermatogonia" "RNA.GSC..Early.spermatogonia" "RNA.Epithelial.cells" "RNA.Late.spermatids"
"ps" 3.41654214183671 3.20222411373535 3.17791554896484 3.02998529745549 2.96321866759845 2.70900520237649 1.88963551970698 2.93571806846615 2.94456987794676
"GstZ1" 0.00198920085697967 0.0028819807490433 0.00180506519910166 0.005490198596139 0.002044437037247 0.00275654595560995 0 0.0585998817740566 0
"GstZ2" 0.00235125158725057 0.00591672137176856 0.00580165566883888 0 0.00680778838718622 0.0127502140040425 0.0164111640316891 0.0122538241379093 0.0174864916851732
"CG16779" 0 0.000512115666328812 0.000508589439030077 0 0.000938977947378667 0.00137471557134829 0 0 0
"CR45203" 2.347063763672 2.44475877862293 2.46582934886744 1.95514236180603 2.15223272541072 1.157668831226 0.346932939569895 1.39437131943554 1.22513485556968
"phu" 0 0 0.000583604058209746 0.00149939424472513 0.00168308956201648 0.00359288538949017 0 0 0
"RhoL" 0.00589018437394086 0.0100308962565926 0.033350228303157 0.0425496220445898 0.0671776018474878 0.0611490381764743 0.038662821390531 0.0579095888595509 0
"CG8149" 0.0388235893658414 0.029033985544198 0.0400128674442763 0.114436450484913 0.147486976364628 0.922369180952226 2.2788622501789 0.0803974491799731 0.0442052545652178
"rump" 0.0688146945043924 0.0825108141826615 0.362780986471171 0.461057322412083 0.756710565061172 1.68396578292653 2.12980734255146 0.135768000097587 0.051643367936153
"Ras85D" 0.04847647525934 0.0419806762733045 0.0496113027317281 0.0928396716631129 0.11159052239967 0.278320159199353 0.804409027738728 0.142511358251229 0.048607854547381
"Rlb1" 0.0105550197407929 0.0106444671147016 0.00732947409377014 0.0288464421335838 0.0305978336650775 0.103449059715303 0.26743509923677 0.0226966367019616 0
"mRpL47" 0.0540897931036556 0.0556291382137874 0.0646394496210099 0.189868336954162 0.204161715717836 0.831428707015156 1.80205924455396 0.237434436355519 0.0665398007935929
"CG8176" 0.221448546970395 0.18455976886956 0.145853048948627 0.274398264559514 0.146439199904735 0.210533655194469 0.385737940744939 0.272062635525412 0.225999675796465
"JHDM2" 0.00439184522074824 0.0067253361608378 0.0367466680576737 0.0578984087687739 0.0780236067009901 0.0844942571124052 0.0436602042376718 0.0190546976173604 0
"by" 0.000728452555520833 0.00172787268387368 0.00203296348831094 0.0013771065943851 0.00287542400151583 0.00123826756956185 0 0.0337286580961944 0
"mura" 0.0129221729529584 0.00870882234763933 0.0107268018369624 0.0059174403334225 0.0137086706810328 0.0271551607948456 0.136109712487916 0.201482606699887 0.0203113444820323
"CR42549" 0.0131781982835637 0.0148192559906264 0.01453629070936 0.00971224342951354 0.0117903441037947 0.0140350733388432 0.016964616685682 0.0279334591403634 0
"RnpS1" 0.722685247906035 0.904387172774921 0.949898676283206 0.86669511151611 1.01914932691937 0.998122178884011 1.16447703278073 0.567099397100442 0.46247094688914
"CG9386" 0 0.00269971709782927 0.00432093379452994 0.0193061841858057 0.01260409055828 0.0331895128717618 0.0962278153408457 0.0143122033974802 0
"CG8199" 0.0453992136756319 0.0586979445877819 0.0602535790922644 0.047681362188032 0.0620946782874307 0.0756283987285083 0.0634229506061674 0.167602484862776 0.00663580603092331
"AP-1mu" 0.159518367925267 0.174480958309319 0.188337186986434 0.197441416401967 0.272702568555626 0.436465038580182 0.778439287086114 0.332773061743327 0.132404503831875
"MBD-like" 0.330667056122858 0.297424638498536 0.309151074382611 0.326285525185547 0.493861348352853 0.82422108481546 1.47243704394199 0.312475395103558 0.245122855576389
"CG9393" 2.79553858994035 2.76073125562099 2.86137598902225 2.96643588184224 3.07250112830243 3.47853005155158 3.24768108626012 1.88058301288034 1.76435206678105
"Vps45" 0.0037512588558763 0.0119586869511103 0.0246750883102183 0.0307663823029634 0.0481868296205675 0.0943244711389727 0.188127025274127 0.0284046271741473 0.00427104568438596
"CG16789" 0.00587067806471195 0.0118851044511352 0.0140259032072078 0.00810103121528202 0.0148829279404632 0.00890196791631 0.0048647940240556 0.00222371655975037 0
"CG16790" 0.00225168453366104 0.00154906365664083 0.00174477945121446 0.00119982108268015 0.00485778840744853 0.00754025175104346 0.00873342475216455 0.0124511280826479 0
"CG9396" 0.00567944485317685 0.000562296171821548 0.00174429920606185 0.000867798831734501 0.00152329037470767 0.00259069620030426 0.00158183446608499 0.0151225074327124 0
"CG9399" 0.0463068825139073 0.0441093956502777 0.048665150462369 0.0565169680686529 0.101334474133137 0.144412942309295 0.185369707296578 0.249768378045799 0.0334336147445555
"Kap-alpha3" 0.604611812550806 0.907224678461427 1.11858061478074 1.07824388099013 1.0566949706174 1.24369665292657 1.64431061742874 0.583727075025169 0.259429523663368
"CG8273" 0.359923912875748 0.361868638600473 0.297937459401003 0.524948440081612 0.458996681208425 0.63743394296382 0.802351038930921 0.2557580699838 0.275201009871904
"CG8301" 0.0068091227665897 0.00267153212158362 0.0036481955339062 0.00178376298637193 0.00615880007082818 0.00698019207123947 0.0164058607129946 0 0.00644322839247251
"CG33654" 0.00284516497622856 0.00520359783540218 0.00511760136861444 0.00189722526476502 0.00642412805587206 0.00712013015303876 0.00299326354390067 0.00266570274855279 0
"P58IPK" 0.118649711128137 0.121021595910908 0.157165806268456 0.178661685895912 0.273303733806588 0.466649719667383 0.645577772265115 0.165064703866383 0.108647866146997
"bocks" 0.0220839791070563 0.0172912138177468 0.0177387029230355 0.024505685093528 0.0691571238477361 0.175146483885421 0.325380033020849 0.0932210081926395 0.0174864916851732
"CG8312" 0.15409610463941 0.150168957640804 0.147796244532198 0.160964643520334 0.199684934952065 0.21676306054959 0.173289368417298 0.234232558143319 0.154193969812414
"CG9427" 0.00100664891609078 0.00437431245417528 0.00291423182170919 0.000878649691154634 0.00551450318079191 0.010478140464282 0.0075632078229273 0.00444474773668168 0
"CG8319" 0.0649539516155784 0.057984524342627 0.0679964227734671 0.0917611916836839 0.118738982075272 0.182347099513255 0.309125517100473 0.0766932798430811 0.0231528543259365
"Calr" 0.155921717800144 0.14963336994967 0.178182854713393 0.565463998735387 1.04152567764334 2.91082370172293 5.37354398962791 2.8026421631721 0.308512281605999
"SpdS" 0.0159268761967017 0.0247244820520537 0.019146639675612 0.0358870491669248 0.0261751886300751 0.0273578474929268 0.0539588439316446 0.102204263940786 0.0329041704899156
"CR45053" 0.601478224729361 0.711152877763817 0.827407919378911 0.503399200270225 0.577089733473888 0.264008748638631 0.12202569476129 0.463321868361035 0.422824943239757
"Scm" 0.0432934053037423 0.0552068952515847 0.0724395722617326 0.126836211695651 0.165763514089678 0.234076624553365 0.327442565586916 0.0677723728045933 0.0472008514492568
"Dh44" 0.0271056304246347 0.0226694744728241 0.0267247092948634 0.0710478032239669 0.105940286753496 0.228880318300588 0.342290274592391 0.0191827401753771 0.022913005077604
"Fst" 0.000810689492223826 0 0.000138277357276334 0 0.000477553154328535 0 0 0 0
"CG9492" 0.077997964461571 0.0759587522209506 0.0672997472468607 0.036192466175345 0.055634130732531 0.0303039530870246 0.0174996400336506 0.0916648062703903 0.0642845872364127
"CG43441" 1.65368812417482 2.14075939137553 2.15897607367168 1.73824884403921 1.48646084606415 0.602063223182707 0.185940169139037 1.05224429959515 0.846995334523075
"CG8358" 0.0434175746420544 0.0392354768266879 0.0492889546834159 0.0414476367754745 0.057709006006749 0.0227764091349146 0.00986102214942577 0.026706236420799 0
"CG16817" 3.59685441534122 4.67498455623169 4.73332387651965 6.08923600174127 7.248113049049 9.69225190000394 10.8486430928258 8.24760021592644 1.98876477932592
"nmdyn-D7" 3.53926671214643 3.59978146019864 3.64141784389062 3.15914829631263 3.22832087356202 2.93721776263645 2.48453377713006 2.40211755804426 4.39268176781985
"CG9444" 0.000934981131613273 0.000622145746979442 0.000167614948236314 0 0.000624963441910992 0 0.00437076065755712 0.0227672029785169 0
"eca" 0.557819154269468 0.758858526538547 1.22791227549492 1.7722290138461 2.97021521308837 4.24224282711751 5.16157102059105 1.22753332005565 0.237700462391649
"Unc-115b" 0.00911629738981912 0.00323410176966126 0.00368889309661893 0 0.00203073528513494 0.00240721214656418 0 0.000836069789755202 0.00162459955651681
"Unc-115a" 0.541181166523324 0.521335267532789 0.468188438927415 0.52746820260299 0.427241221880799 0.28658011886171 0.0827370701140216 0.284758688468336 0.174624018027409
"trbd" 0.298925554393349 0.327237108473053 0.295489692028207 0.354738760005916 0.363756849000878 0.491222071397771 0.536849817900936 0.20380104011349 0.333346282118668
"dmt" 0.0866196308218698 0.109166085787005 0.137973238229327 0.163522954974546 0.18383019323693 0.218541974655252 0.231058892917966 0.0688370366005579 0.0556596571060581
"scaRNA:PsiU1-6" 0 0.00021782114596794 0.000305724781766846 0 0.000486846052464963 0 0 0 0
"hyd" 0.158803515952314 0.152972039480448 0.213997529791516 0.312780464228907 0.238387244998713 0.378685515603876 0.700370930350279 0.30406709559592 0.134967043375846
"FoxP" 0 0.000233661101443383 0 0 0 0 0 0.0182276072189196 0
"alphaTub85E" 0.16684094681771 0.115537144902681 0.0865118599890799 0.185813688685635 0.0980881086854924 0.118617381225428 0.256383166619044 9.3060220671157 0.615462561779086
"CG12950" 0.0460100363696793 0.0416183203896719 0.0487865235307925 0.0692857551908701 0.0525716380748509 0.0651171396604357 0.0349880191181409 0.0675894911936626 0.00281736805983639
"Pnn" 0.00818633783772344 0.00258774337209837 0.0031464933094581 0.0217668578041125 0.0168408664757208 0.130988712405377 0.42736158188705 0.06005151715503 0.0145756021910045
"CG34409" 0.148183050491797 0.140870716883159 0.153299831047786 0.17736190774822 0.151222735833165 0.110784634303239 0.0714645860992413 0.128557647359121 0.142131064424592
"CG31415" 4.97638606067721 4.38414148764649 4.47836400655766 4.42853064460161 3.88601171070727 2.83326627097869 1.473807021173 3.54083056495293 3.84616567886634
"CG12948" 0.0495232661000708 0.0370077502333665 0.0554237087364945 0.0740834617773223 0.099727660375248 0.256482487956775 0.745977688905679 0.17062103277711 0.0368469344509601
"PpD3" 0.499295221206834 0.498337548240116 0.566291378235781 0.705008903636434 0.795744031619497 1.04263810446642 1.03944848773305 0.306446458632573 0.185775459034639
"CG16908" 0.00197128707664263 0.00445431105982488 0.00194637635765642 0.00806481273563211 0.00645506191572033 0.00268638393626255 0.0148882915850061 0.00514682518993853 0
"Rpt3R" 0.741444160498316 0.796000045477224 0.912191740893124 1.13714524125905 1.7091047937452 3.63719617908276 4.6279597087897 0.552634051855621 0.659499714983002
"CG8412" 0.0240946422087228 0.0152378393857692 0.0135833037662846 0.0165199142584748 0.0193258793470098 0.0299754465955503 0.0420794264589348 0.03297528105753 0.0023081271233327
"CG8417" 0.619580536254173 0.581521086499749 0.652706592440568 0.635158119639283 0.810422107233256 1.02975063309661 1.18089655553681 0.489827451205092 0.660113657972622
"Snap24" 0.0187772132524929 0.0280842946510329 0.0582147124450023 0.0550840061468571 0.146083273496443 0.245035902203871 0.42154720354527 0.0800886943016629 0.0342926102338745
"CG8478" 0.0758629931540044 0.0755340145765677 0.132116243441944 0.324537462496871 0.646102657966272 1.13985761728204 1.12710613687462 0.114720772969736 0.0861030318825038
"MED6" 0.0794495329614287 0.0893583403815052 0.119087508324711 0.178707158169384 0.25759915134062 0.413460337325771 0.595254116822844 0.157816033525436 0.0443422624769412
"CG8481" 0.289802234451485 0.404610911753519 0.420848101489096 0.374310582471172 0.461103486123347 0.441764020421505 0.324165053933471 0.505173333880998 0.160641767766593
"CG9471" 0.431945669851844 0.558259508977121 0.940618968185363 1.28697428702856 2.5959415563513 3.1307433510459 2.60246627565366 1.11002570550844 0.287903980905842
"Whamy" 0.0180144083812031 0.015200980971513 0.0333043126743233 0.0427088530123015 0.0582382346585804 0.110619304739022 0.145444563633209 0.0256411600092398 0.0163192222207461
"topi" 0.179614735630737 0.178074379216904 0.244138064169201 0.275159799139058 0.37872966462966 0.409190263640085 0.43408393482564 0.182465559923389 0.14624594982201
"RpS29" 10.1108966334138 11.6773992005138 11.61172173758 13.5594439120507 16.2629301212865 19.3968896749891 26.7109814050766 22.3375578562334 30.4058300575967
"snoRNA:Psi18S-1275" 0.00829466335673117 0.00695120227292167 0.0063829039933564 0.0118816885840257 0.00584564576622455 0.0130928222621871 0.00577635206945985 0.00939513541954568 0
"CG12947" 0.00267144719553725 0.00148463361742667 0.00279602079514443 0.00189219556370966 0.00311996389319995 0.0035429218239719 0.00603198563319479 0 0
"MtnA" 0.123394219789536 0.0594514234509221 0.0371840555492111 0.141238287071227 0.046600956504762 0.0577260303387159 0.135056668012423 6.1128430037808 0.191281951284254
"CG8500" 0 0 0.000408552030253077 0 0.000934964190390102 0 0.00341329663356793 0 0
"CG12945" 0.0976178428984822 0.138661288009444 0.156061094950067 0.215776539711298 0.329464770140975 0.507366668964509 0.381364659891233 0.0882778454370196 0.0801317008122726
"CG8507" 0.0480859050727821 0.0441557998849004 0.0553284145298272 0.13372161883311 0.226796422554952 0.521975060788712 1.12825985969022 0.206168696323203 0.0478875805351319
"CG8516" 0.00458552767131223 0.0127249287983106 0.0144712233898859 0.039432134011058 0.0228292402178937 0.0488210136925318 0.105725527616511 0.00161069144904437 0.012336875661565
"CR46144" 0 0.000823897525540631 0.000684172547854699 0 0.00152865967101077 0.00113121736862098 0 0 0
"CG9467" 0.00951696277506793 0.00699008412812117 0.00557641705387466 0.0179567139608492 0.0244860749952131 0.0571380052982736 0.164979815473844 0.0281245263615084 0.0401395341831646
"CG8526" 2.71262878429878 2.52137708411942 2.56512959922787 2.6244121532805 2.29720590296147 2.21175586969566 1.45201398376289 2.04741901245568 4.27612374953428
"FBXO11" 0.026060664484366 0.0282231677117451 0.0277638103647761 0.0736568115566246 0.101207873153826 0.338963974732078 0.616624490781726 0.0856806011202898 0.0199133801288501
"CR44035" 0 0.00128541770282726 0.00141549506514628 0 0.00289084977184287 0.00763587421022229 0.00584650544158218 0 0
"CG8534" 0.0320550962096117 0.0270441768968189 0.0244063071668135 0.0202847557541956 0.0329278477078537 0.0196318729483301 0.0106419505721912 0.0168556707261165 0.0129901872596097
"eloF" 0 0.000796585734574483 0.00124388177971071 0.000644047959933004 0.000989576625585262 0.00114611459701866 0.00159285305946455 0 0
"CG16904" 0.0391240822986261 0.0452890449342721 0.156657420254646 0.385190066128809 0.833402735683896 1.3803087023988 0.973699288391228 0.0924970013110685 0.0169362192842175
"CG9459" 0.00562585198003284 0.00408451830526198 0.00483479486658973 0.00106345621995337 0.0105524291207776 0.0268060321842484 0.0100281575869896 0.00066815156670852 0
"CG9458" 0.00202940960713503 0.00121878282946667 0.00334216934957922 0.000932450489210149 0.00323567038142746 0.00706397472025873 0.00907170449720756 0.000417571962681761 0
"CG42857" 0.036890148481033 0.0284206992809121 0.029969339420741 0.293868422198642 0.442467572145337 1.64507448892669 3.68371900916718 0.0515606752257405 0.0162887206946971
"CR45790" 0.000962820957569732 0.0039763115594161 0.00383390313607961 0 0.00389497159950662 0.0036712915663525 0.0102068277549157 0 0
"CG34302" 0.063857725497547 0.0657617049803815 0.0796293584931566 0.0959746906538097 0.151892757858096 0.261759936726056 0.612909416161512 0.0367105823585362 0.024156298783608
"CR42858" 0.000863221366040906 0.0025936574161879 0.00496924994696208 0.00626910592707868 0.00807197385366811 0.0132841686971774 0.00814427418943005 0.0121589603997788 0
"Teh1" 0.112931415749526 0.0866695886158324 0.106103683780879 0.104265705033653 0.0984696243143999 0.103114225159725 0.142861387663065 0.0867418515009991 0.0735202145207757
"Glut4EF" 0.0150133129784121 0.0102513746424815 0.0117255052151001 0.00446829920446401 0.016160626768448 0.00838952421374709 0.00488382846925571 0.0702827352239563 0.0703258670634808
"CR45029" 0.0274410426093705 0.0447938688574938 0.0525225884156542 0.0703224139454466 0.0597332976777826 0.0275616011924629 0.0111818198984201 0.031265372315691 0.0430640602555097
"Art4" 0.0116913944265249 0.010851499762721 0.015061679334995 0.0253857152026708 0.0320348802921575 0.0529583929508542 0.174185671675347 0.00747862847014034 0.00533578067807101
"Gr85a" 0 0.000469638409852614 0.000161069812811106 0 0.000141102986808762 0 0 0 0
"toy" 0.00310595825855738 0.00474066142371133 0.00753151470891415 0.00568832568020078 0.0155824766311869 0.0179777414371882 0.0231323189043315 0.000417571962681761 0.00658324116175811
"PlexA" 0.106149338271574 0.107342205582161 0.0964247415105831 0.112337916610287 0.119132665707068 0.182602767557971 0.37327798053757 0.186668450897772 0.201858025343572
"CR44031" 0.1089396568551 0.118346179397245 0.111549010407687 0.129551014493539 0.114643011664447 0.0917669662072653 0.0416794676654815 0.112377634693578 0.141144695745054
"CG11077" 0.132760193922678 0.135288157790887 0.125849812601778 0.148623274329919 0.238062094521636 0.441260467329364 0.749990660520384 0.268520810471892 0.0859693354390759
"CG11076" 0.138540549292237 0.134381417367683 0.15107186274452 0.187328189831375 0.270295948719998 0.46783676582358 0.772056528855879 0.208797588101545 0.200969353579946
"ATPsynbeta" 0.0546024175744864 0.0445808777011745 0.0424752601675819 0.116907061660723 0.0782296522952106 0.0858972206381319 1.62380878285832 3.0001749709254 0.0874951652073893
"CaMKII" 0.090633337393085 0.0904244762431677 0.096690901043095 0.117856152388969 0.131436332781198 0.237408872138857 0.300882476316063 0.177842339994604 0.07510858725129
"pan" 0.0220215608563373 0.02885433754766 0.0500948841416993 0.102008863959975 0.191659220528933 0.360855584870299 0.249630367706139 0.164965118237483 0.0141571479007512
"Zyx" 0.0524245550881905 0.0571518843599254 0.0707387744138237 0.0912584783026621 0.188822505862826 0.548242000350725 0.727703543828972 0.0849726609869428 0.0711944801340292
"apolpp" 1.45991067065372 1.35706108907568 1.60166163093465 1.46820433905311 1.66976705831141 1.22208643047565 0.538548105333104 1.00778039689483 1.64591880591514
"Actbeta" 0.0162772196315246 0.00831482668100187 0.00691666694643129 0.0112568293101884 0.0143219930990127 0.0166826722911147 0.0240871590142657 0.0131319738168778 0.0023081271233327
"sv" 0.0134323539212903 0.0145547957827351 0.0137237752110205 0.0189747821158465 0.0202065919725517 0.0388636756322147 0.0290659332800542 0.0113469253239054 0.00569473404122238
"Cals" 0.0471342548067374 0.0547591971569577 0.0598483957272143 0.0860587481513948 0.0934490522385341 0.131151465814814 0.298858000459522 0.108229407585261 0.0757073379018917
"Arf102F" 3.23670326784457 3.77206721502052 4.43402821001681 4.78550012314559 6.09300831432859 8.34957407617047 9.37556147452437 2.91803622383566 2.12351780463804
"CG11155" 0.0119679798463577 0.00689715989638887 0.0071614433575719 0.00610054067837022 0.010434093608905 0.023344250048608 0.0265252887073243 0.271960285966884 0.0315314066807771
"CG32017" 0.00145287953694353 0.00112926575041111 0.000496248008625785 0 0.00329375096095075 0.00373479289658329 0.00573701262733478 0.00676412416767452 0
"JYalpha" 0.550215339776738 0.631602358844548 0.776691768387208 0.8663103978919 0.810946514284466 0.754025045773795 0.628261584473864 0.407603491622829 0.468488117252536
"Kif3C" 0.0112316761830821 0.0115032992573586 0.0136548996305501 0.016592716105899 0.017385062816944 0.0253168058140364 0.0434644425886962 0.00531427455947301 0.0187894371042124
"Ank" 0.0520646015731832 0.049598663624178 0.0382349671297957 0.0511909698715125 0.0458775695960031 0.0780342764563117 0.172849334346633 0.10239387564002 0.0112004681193769
"pho" 0.479294691073961 0.451832234944409 0.40144370749934 0.533026417285575 0.477617919371956 0.603955762375496 0.827594451976843 0.230973492141045 0.261847793303842
"CG33521" 0.00228871580742189 0.00382249553076698 0.00470697463609826 0.00599390241973361 0.00674666349686865 0.00650618208127526 0.00127494786100722 0.00530802467169867 0
"PIP4K" 0.511847623906209 0.496309271638858 0.520126061056542 0.576346882360633 0.666494021230235 1.00711570501266 1.45112203140458 0.531867033033106 0.499041527136439
"Mitf" 0.169056212537801 0.255526726025683 0.324603446352461 0.251670716103891 0.354495609985211 0.316815604657803 0.124554792967607 0.148093628030215 0.137965934274104
"Dyrk3" 0.00611005413564881 0.00265859662837497 0.00376179633834962 0.012883214168726 0.00529353240494591 0.00577649085481257 0.0254535177326768 0.0401329201419961 0
"Cadps" 0.0857296977861452 0.0677931904402027 0.0833544356175902 0.0881191363791041 0.0859051158387755 0.0831236050415958 0.066149263212233 0.122692067328099 0.0353621305364087
"CG32000" 0.0127285731953507 0.0129814965452884 0.0129816506138785 0.0170775696738587 0.0197043580886958 0.0366080686608835 0.116851474913882 0.0782620128521006 0
"CG32006" 0.582223126191279 1.0056086113378 1.41478216868453 1.27321203852209 1.31827700994207 1.2599094504836 0.640386800485808 0.474406028560477 0.369670350501218
"CG31997" 0.00468236599296474 0.00489837003379242 0.00411470127022952 0.00573018097091663 0.00548650214765172 0.00241228959513317 0.0101429969596132 0.254787768552648 0.0197349594939956
"CG33978" 0.00531307735857807 0.00744065965460956 0.00694632600460534 0.0149079185929159 0.018886659531795 0.0211185997983908 0.0135647552301775 0.0130066836528711 0
"CR45198" 0 0 0 0.000788428021173392 0.000316098402883099 0 0 0 0
"Arl4" 0.239022688578695 0.268078651796794 0.443955378178622 0.602468394731688 0.981989654458807 1.48361813784083 1.99856411208242 0.319788043602143 0.263581377024038
"CG2316" 0.00546202513515999 0.00753839496689949 0.00842695785245273 0.00822799463182465 0.0126809645794598 0.0200497588832405 0.024900954449745 0.017617914258257 0.00612547296308116
"CG31998" 0.53874433774008 0.564421454033767 0.52763829066933 0.537993041470235 0.515219062741043 0.455326877752637 0.309557974729682 0.359625449241032 0.326563804542249
"Crk" 0.535046882376646 0.527990917039378 0.63015618854519 0.690549159757635 0.985229097235053 1.3651978931897 1.47702652054743 0.628613841686155 0.33730397387298
"CG31999" 0.00122572677937224 0.0026228637477355 0.00460565765389209 0.0104073890714563 0.0064270670132953 0.00399538096528683 0.0135916738347045 0.00149450023912004 0.0167685355199504
"yellow-h" 0.123785614784646 0.123653943433263 0.171569231436138 0.15832814766378 0.249241361039711 0.237285842121475 0.105272491005244 0.0672367247406367 0.0903133421209897
"CR46065" 0.148777170137284 0.191787097482997 0.219962591963729 0.173099148339969 0.195930202557727 0.184588529724349 0.0683970889683067 0.0928260613029234 0.303043059049367
"CG1674" 0.00910805416565747 0.00747709111505769 0.0089452972689719 0.00740150917573385 0.0112343287770245 0.025072829051075 0.0177476969861713 0.00834589198481609 0.00774404985929061
"dpr7" 0.0190040943139361 0.0136474065015221 0.0125641231777772 0.00260424566284951 0.0125058340289712 0.016530381863446 0.0130677637470293 0.0116048040426637 0.00988610221636525
"RhoGAP102A" 0.0857285289659277 0.0903591885956594 0.0944032621205591 0.0702090353059309 0.123370296284987 0.0983778927684051 0.0359553203553857 0.0773773055034439 0.0832653894641007
"NfI" 0.00139304577618073 0.000972259302328862 0.00045721594122471 0 0.00203372288937144 0.00518766642109353 0.00321592166868465 0 0
"Syt7" 0.000690812974959826 0.00264248289545479 0.00327429082645014 0.00788643186695932 0.00277991983404246 0.00922058343481693 0.00135944057389056 0.00326340508908443 0
"Rad23" 0.364695219394684 0.463758637345594 0.82016357801097 0.953084108602537 1.59747545743649 2.71578405161955 3.81176050234977 0.517559957869839 0.227398472731337
"Zip102B" 0.391350990942614 0.442422574373929 0.519864578230971 0.575716638841572 0.857224341728772 1.49122460675544 1.89896939860131 0.626556333464958 0.582122958569402
"CG32850" 0.0199676730852605 0.0177193234579519 0.0239797450015749 0.037572442867113 0.0450604070551229 0.102295732349606 0.0973635114179035 0.0942090196243045 0.00799693590777257
"PlexB" 0.0309071765517807 0.0233742897712806 0.0218530759657865 0.030871230160477 0.0319820029783441 0.0392551164730836 0.106489551212764 0.0786299609855348 0.00813571635933109
"PMCA" 0.0128829547786474 0.0125925758794418 0.0129048996754502 0.0309739880158211 0.0355204593907114 0.0853085047878287 0.306994398404549 0.298054438298053 0.021721831019207
"Hcf" 0.140140110508818 0.162908405920589 0.192639155794718 0.289603979318145 0.289678990895196 0.492762165381909 0.534372305302659 0.173561637889159 0.167261302454649
"dati" 0.00516318708990976 0.00752463976209976 0.00635949741895086 0.00505807328467354 0.00695933432771253 0.0148040459539556 0.00893728599509058 0.0110712682409042 0.00129008071131954
"CR44027" 2.7275998871784 2.76200060553553 2.90335085739703 2.50638422067874 2.61965466663257 1.77118868049491 1.33610764801154 1.94985138497747 2.51736709479494
"CR43437" 2.13589203826715 1.8342532388601 1.89237569993017 1.55783857834305 1.41333617276003 0.658579889156274 0.256589197008389 1.29849352950943 1.59871086845733
"CR44024" 0.00287836134769225 0.00268710627085153 0.00285051890308346 0.00125633033447283 0.00220308598739826 0.00219586931488492 0.00247412804305379 0 0
"CR45124" 0.00120475149169318 0.00432362987218199 0.00333084435121629 0 0.00240748495424866 0.0163144512332075 0.00739746101842241 0 0.00565297835644177
"lgs" 0.67394582451222 0.63493296639959 0.405222861531936 0.833160357185134 0.528370260140403 0.950188715265706 1.62987268736015 0.592490550515698 0.782156009689309
"CaMKI" 0.00533202916060204 0.00969994531983208 0.0155031727194847 0.034145040086174 0.0229207794358169 0.0368411603037019 0.0489978292567881 0.0942210446428701 0.00936864941580743
"CR45126" 0.00709193046058344 0.00573124833404936 0.00662810343236403 0.0114194766269277 0.00878746860174486 0.0157616452442048 0.00994419439172206 0.000519892328219257 0.00533578067807101
"bip2" 0.178742657209804 0.284411308876836 0.457513379316586 0.558531499481247 0.779718260152874 1.1484101992097 1.57160681966306 0.297079071215186 0.11507604479848
"CG33941" 0.206544830467471 0.20986654244562 0.24331070305373 0.271344305719076 0.312805768253934 0.424394674306668 0.575785406821371 0.417295358860289 0.107821607269689
"Asator" 0.056887726743095 0.0540178739605889 0.0562772566202182 0.102374775028909 0.137777661652051 0.321218454669671 0.51507384137128 0.0780160277043031 0.0461595122106213
"ci" 0.00320515641581515 0.00258616488001635 0.00661598856333994 0.00791540413750487 0.0232400162620856 0.0708059075570914 0.0704799404132949 0.0192010384957906 0.00310712625621115
"zfh2" 0 0.000278407675142788 0.00039422062203532 0 0.00129174134716402 0 0 0 0
"Thd1" 0.00554533502055826 0.00824428034172935 0.00689445134041155 0.00965649580380223 0.00805667135362966 0.0112842246287068 0.00810918120529006 0.0167235740344829 0.00774404985929061
"Pur-alpha" 0.0231762042088134 0.0313268695011861 0.030448387065518 0.0388447016454373 0.0443077021361481 0.059463704983527 0.123990830798222 0.0562811323411663 0
"CR43957" 0.00556889469573134 0.00578735329153848 0.00487948696990633 0.0013551452616866 0.00496499425294656 0.0119466699278299 0.0152904536414499 0.0720051840570134 0.00129008071131954
"ND-49" 0.0256091949744331 0.016513674227459 0.0264608465759373 0.0387008040390978 0.0644969167997277 0.373845613117338 0.925269620177729 0.199653736752488 0.00488750670199356
"Ephrin" 0.0238869368625561 0.0179206950182794 0.0220826500446863 0.037621479138601 0.0466478590731689 0.0917529353237512 0.286315306711936 0.0192732979954785 0.0131934103420575
"CG1909" 0.00287908628513254 0.00184097130309755 0.00141726874774928 0.000740771688535728 0.00343835648255257 0.0140174685062842 0.0035082363669624 0.00497005047583263 0
"CR45199" 0.498930040204385 0.453317002197823 0.404669105013898 0.37683350334491 0.309712836791333 0.132613059472126 0.0700697225193716 0.280457242662217 0.408583184093128
"onecut" 0.00611846449581505 0.00631896479202437 0.00590151376978404 0.0028705470245572 0.00904102009555813 0.0138031861617946 0.00150857003551476 0.00242611273660664 0
"Eph" 0.0386931189384818 0.0390589705377995 0.0405489464941417 0.0865120316140769 0.0921350470454236 0.333797113619197 0.608595769838697 0.107693182794734 0.0352755301170058
